Production_Date,Month,Quarter,Year,Plant_Location,Department,Machine_ID,Machine_Type,Shift,Product_Being_Manufactured,Raw_Material,Machine_Condition,Units_Produced,Target_Units,Production_Efficiency_%,Defect_Count,Defect_Rate_%,Defect_Type,Downtime_Hours,Production_Cost_INR,Energy_Consumption_kWh,Maintenance_Required,Order_Status
14-01-2022,January,Q1,2022,Kanpur Plant,Multifilament,LC-021,Twister Winder LT-300,Night (10PM-6AM),LSL Circular Loom,PP Granules Grade B,Poor,111,266,41.73,23,20.72,Filament Breakage,5.16,55364,79.63,Yes,Completed
14-01-2022,January,Q1,2022,Bengaluru Plant,Tape Winding,LC-004,Precision Winder PW-100,Morning (6AM-2PM),Extrusion Lamination Line,PP Granules Grade A,Good,263,246,100,7,2.66,No Defect,0.31,59054,20.64,Yes,Completed
14-01-2022,January,Q1,2022,Bengaluru Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),Strapping Line,Master Batch Additive,Excellent,401,324,100,3,0.75,Air Bubble,0.78,27501,71.98,No,Completed
14-01-2022,January,Q1,2022,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Morning (6AM-2PM),FIBC Conversion Line,Recycled PP Pellets,Good,419,500,83.8,3,0.72,Stitching Defect,1.77,40822,67.99,No,In Progress
14-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Morning (6AM-2PM),Precision Tape Winder,PP Granules Grade B,Poor,148,354,41.81,29,19.59,Coating Thickness Variation,5.69,65798,39.6,No,In Progress
14-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Afternoon (2PM-10PM),Tape Extrusion Line,Master Batch Additive,Excellent,278,242,100,11,3.96,Tape Width Variation,1.37,95966,132.12,No,Completed
14-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),Precision Tape Winder,Master Batch Additive,Good,383,405,94.57,13,3.39,Melt Flow Issue,1.54,65703,53.62,No,Completed
14-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Night (10PM-6AM),Precision Tape Winder,Recycled PP Pellets,Fair,131,417,31.41,19,14.5,No Defect,1.03,87352,53.52,No,Completed
14-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Night (10PM-6AM),FSN 4 Circular Loom,PP Granules Grade A,Excellent,65,389,16.71,8,12.31,No Defect,0.85,48816,119.69,Yes,Completed
15-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Afternoon (2PM-10PM),Lofil Multifilament Line,HDPE Granules,Good,222,218,100,12,5.41,Weave Pattern Error,0.5,80121,32.29,No,Completed
15-01-2022,January,Q1,2022,Bengaluru Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),Nova 82 Circular Loom,Recycled PP Pellets,Poor,415,468,88.68,27,6.51,Pellet Size Variation,5.29,29234,99.22,No,In Progress
15-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,HDPE Granules,Excellent,422,331,100,2,0.47,Shuttle Jam,1.67,25260,123.17,No,On Hold
15-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Morning (6AM-2PM),LSL Circular Loom,PP Granules Grade A,Good,429,423,100,8,1.86,Broken Warp Tape,1.49,46287,85.2,Yes,Completed
15-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Morning (6AM-2PM),Nova 82 Circular Loom,PP Granules Grade B,Excellent,106,340,31.18,13,12.26,Air Bubble,1.2,22733,48.77,Yes,Completed
15-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),Precision Tape Winder,Master Batch Additive,Fair,208,477,43.61,22,10.58,Delamination,4.72,54951,64.28,No,Completed
15-01-2022,January,Q1,2022,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),FSN 4 Circular Loom,PP Granules Grade B,Excellent,56,492,11.38,9,16.07,Denier Inconsistency,0.97,20891,46.98,No,Completed
15-01-2022,January,Q1,2022,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Morning (6AM-2PM),Extrusion Lamination Line,PP Granules Grade A,Good,359,380,94.47,13,3.62,Cut Length Error,0.83,47209,92.34,No,Completed
15-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),FIBC Conversion Line,PP Granules Grade A,Poor,96,492,19.51,24,25,Tape Breakage,9.05,82098,73.11,No,Completed
15-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),Nova 10 Circular Loom,HDPE Granules,Good,155,406,38.18,15,9.68,Tape Overlap,1.51,68911,40.41,No,Completed
16-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade B,Fair,337,414,81.4,25,7.42,Weft Skip,3.55,39385,38.01,No,On Hold
16-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Afternoon (2PM-10PM),LSL Circular Loom,HDPE Granules,Poor,360,441,81.63,23,6.39,Weft Skip,3.16,95736,70.61,No,Completed
16-01-2022,January,Q1,2022,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Afternoon (2PM-10PM),CSN 4 Circular Loom,PP Granules Grade B,Fair,142,365,38.9,13,9.15,Broken Warp Tape,4.58,85707,79.95,No,Completed
16-01-2022,January,Q1,2022,Bengaluru Plant,Conversion,LC-017,Flexographic Printing Machine,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade A,Good,121,325,37.23,14,11.57,Cut Length Error,1.44,10902,117.32,No,Completed
16-01-2022,January,Q1,2022,Bengaluru Plant,R&D,LC-029,Lab Scale Extruder,Night (10PM-6AM),Nova 10 Circular Loom,Master Batch Additive,Excellent,315,261,100,0,0,No Defect,0.88,17836,58.09,No,In Progress
16-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Afternoon (2PM-10PM),FSN 4 Circular Loom,Master Batch Additive,Poor,114,334,34.13,18,15.79,No Defect,5.57,54542,38.45,No,Completed
16-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Night (10PM-6AM),FIBC Conversion Line,Master Batch Additive,Good,165,333,49.55,10,6.06,Tape Breakage,0.59,53340,122.36,No,Completed
17-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),FSN 4 Circular Loom,HDPE Granules,Excellent,328,385,85.19,9,2.74,Thickness Inconsistency,0.61,84401,102.41,No,Completed
17-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),Recycling Machine,Recycled PP Pellets,Excellent,366,316,100,8,2.19,Melt Flow Issue,0.42,29446,95.95,No,In Progress
17-01-2022,January,Q1,2022,Bengaluru Plant,Multifilament,LC-021,Twister Winder LT-300,Night (10PM-6AM),Lofil Multifilament Line,Recycled PP Pellets,Good,369,279,100,16,4.34,No Defect,0.75,94984,41.99,No,Completed
17-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),Extrusion Lamination Line,HDPE Granules,Good,351,261,100,6,1.71,Tape Breakage,0.71,84633,138.65,No,In Progress
17-01-2022,January,Q1,2022,Kanpur Plant,Recycling,LC-022,Cutter Compactor Recycler CC-200,Morning (6AM-2PM),Recycling Machine,PP Granules Grade A,Good,208,459,45.32,2,0.96,Pellet Size Variation,0.54,17336,78.06,No,Completed
17-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade B,Fair,60,336,17.86,19,31.67,Bobbin Package Defect,1.76,27373,87.93,Yes,Completed
17-01-2022,January,Q1,2022,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Night (10PM-6AM),Precision Tape Winder,Recycled PP Pellets,Good,444,237,100,11,2.48,Cut Length Error,0.23,72394,45.66,No,Completed
17-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade A,Good,369,299,100,14,3.79,Tape Overlap,1.98,63368,98.18,No,Completed
17-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),Precision Tape Winder,HDPE Granules,Poor,214,340,62.94,33,15.42,Broken Warp Tape,3.78,73908,20.85,No,Completed
17-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),Precision Tape Winder,HDPE Granules,Fair,215,475,45.26,11,5.12,Thickness Inconsistency,4.12,37946,59.94,No,In Progress
17-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Afternoon (2PM-10PM),Lofil Multifilament Line,PP Granules Grade B,Poor,120,298,40.27,35,29.17,Thickness Inconsistency,4.11,52687,144.37,No,In Progress
17-01-2022,January,Q1,2022,Bengaluru Plant,Conversion,LC-017,Flexographic Printing Machine,Afternoon (2PM-10PM),Lofil Multifilament Line,HDPE Granules,Excellent,195,389,50.13,4,2.05,Print Misalignment,0.61,51333,78.46,No,Completed
17-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),Nova 10 Circular Loom,Master Batch Additive,Excellent,273,340,80.29,0,0,No Defect,1.64,37342,106.07,No,In Progress
18-01-2022,January,Q1,2022,Bengaluru Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Afternoon (2PM-10PM),FIBC Conversion Line,Recycled PP Pellets,Good,356,457,77.9,22,6.18,Bobbin Package Defect,0.55,41868,40.85,No,Delayed
18-01-2022,January,Q1,2022,Bengaluru Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Afternoon (2PM-10PM),FSN 4 Circular Loom,Master Batch Additive,Fair,289,327,88.38,17,5.88,Weave Pattern Error,1.24,93837,64.55,No,Completed
18-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),Strapping Line,PP Granules Grade A,Fair,251,277,90.61,11,4.38,No Defect,3.3,21535,76.97,No,Completed
18-01-2022,January,Q1,2022,Bengaluru Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Morning (6AM-2PM),CSN 4 Circular Loom,PP Granules Grade A,Fair,442,360,100,21,4.75,Uneven Winding Tension,3.99,34135,61.76,No,Completed
18-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),FIBC Conversion Line,Recycled PP Pellets,Excellent,101,410,24.63,18,17.82,Delamination,1.61,79258,27.84,No,Completed
18-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Night (10PM-6AM),Nova 82 Circular Loom,HDPE Granules,Poor,334,370,90.27,14,4.19,Weft Skip,6.96,24723,89.13,No,In Progress
18-01-2022,January,Q1,2022,Bengaluru Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Night (10PM-6AM),Tape Extrusion Line,PP Granules Grade B,Good,260,341,76.25,19,7.31,No Defect,1.78,29949,104.56,Yes,Completed
18-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Night (10PM-6AM),Tape Extrusion Line,Master Batch Additive,Fair,190,203,93.6,15,7.89,Fabric Tear,1.03,65987,39.56,No,Completed
18-01-2022,January,Q1,2022,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Night (10PM-6AM),Nova 10 Circular Loom,Recycled PP Pellets,Good,406,495,82.02,7,1.72,Broken Warp Tape,1.55,50433,43.61,Yes,Completed
19-01-2022,January,Q1,2022,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Morning (6AM-2PM),Nova 10 Circular Loom,PP Granules Grade A,Good,157,306,51.31,6,3.82,Bag Dimension Error,0.61,45530,50.29,No,In Progress
19-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),Nova 82 Circular Loom,Master Batch Additive,Excellent,418,306,100,12,2.87,Tape Breakage,0.1,62321,45.82,No,Completed
19-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Extrusion Lamination Line,Recycled PP Pellets,Good,427,307,100,8,1.87,Melt Flow Issue,1.48,51534,73.97,No,Completed
19-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),Recycling Machine,Master Batch Additive,Good,255,404,63.12,3,1.18,Fabric Tear,0.71,18559,76.44,No,Completed
19-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),Precision Tape Winder,Master Batch Additive,Fair,413,365,100,6,1.45,Thickness Inconsistency,4.39,84000,21.21,No,Completed
19-01-2022,January,Q1,2022,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Night (10PM-6AM),Nova 82 Circular Loom,PP Granules Grade B,Good,230,412,55.83,10,4.35,No Defect,0.34,29841,116.46,No,Completed
19-01-2022,January,Q1,2022,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Afternoon (2PM-10PM),Lofil Multifilament Line,HDPE Granules,Good,175,364,48.08,0,0,No Defect,1.57,13735,135.55,Yes,Delayed
19-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),LSL Circular Loom,Recycled PP Pellets,Fair,218,314,69.43,13,5.96,Tape Breakage,1.45,70874,147.84,No,Completed
19-01-2022,January,Q1,2022,Bengaluru Plant,Multifilament,LC-021,Twister Winder LT-300,Afternoon (2PM-10PM),LSL Circular Loom,Master Batch Additive,Excellent,105,365,28.77,11,10.48,Yarn Tenacity Variation,1.91,72624,84.06,No,Completed
19-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Morning (6AM-2PM),FIBC Conversion Line,PP Granules Grade B,Fair,88,406,21.67,16,18.18,Uneven Winding Tension,1.9,96424,59.14,No,Completed
20-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Night (10PM-6AM),LSL Circular Loom,HDPE Granules,Poor,256,391,65.47,15,5.86,Shuttle Jam,8.24,92821,26.24,Yes,Completed
20-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Morning (6AM-2PM),FSN 4 Circular Loom,HDPE Granules,Excellent,216,296,72.97,12,5.56,Coating Thickness Variation,0.9,69400,100.77,No,Completed
20-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Night (10PM-6AM),Nova 10 Circular Loom,HDPE Granules,Poor,214,449,47.66,27,12.62,Air Bubble,7.68,78035,54.17,No,Completed
20-01-2022,January,Q1,2022,Kanpur Plant,Quality Control,LC-025,GSM Testing Equipment,Night (10PM-6AM),Extrusion Lamination Line,Master Batch Additive,Excellent,404,351,100,4,0.99,UV Resistance Failure,1.75,69318,76.7,No,Completed
20-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade B,Excellent,421,381,100,10,2.38,No Defect,1.72,16159,124.03,No,Completed
20-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Precision Tape Winder,PP Granules Grade B,Excellent,155,277,55.96,21,13.55,Tape Width Variation,0.4,62543,58.54,No,On Hold
20-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Morning (6AM-2PM),CSN 4 Circular Loom,HDPE Granules,Fair,324,359,90.25,10,3.09,Shuttle Jam,1.24,28389,38.69,No,In Progress
20-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Afternoon (2PM-10PM),Strapping Line,Master Batch Additive,Good,219,236,92.8,7,3.2,Fabric Tear,1.93,28407,136.04,Yes,In Progress
20-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Night (10PM-6AM),Extrusion Lamination Line,HDPE Granules,Excellent,100,466,21.46,9,9,No Defect,1.05,71749,50.18,No,In Progress
20-01-2022,January,Q1,2022,Bengaluru Plant,Conversion,LC-017,Flexographic Printing Machine,Night (10PM-6AM),Precision Tape Winder,HDPE Granules,Excellent,60,395,15.19,8,13.33,Bag Dimension Error,0.23,65824,96.05,No,In Progress
20-01-2022,January,Q1,2022,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Night (10PM-6AM),FSN 4 Circular Loom,PP Granules Grade A,Good,346,385,89.87,7,2.02,Bag Dimension Error,1.74,66685,74.82,No,Delayed
20-01-2022,January,Q1,2022,Kanpur Plant,Multifilament,LC-021,Twister Winder LT-300,Afternoon (2PM-10PM),Strapping Line,HDPE Granules,Excellent,381,328,100,11,2.89,Yarn Tenacity Variation,0.17,73641,51.56,No,Completed
20-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Night (10PM-6AM),FIBC Conversion Line,Recycled PP Pellets,Good,305,395,77.22,7,2.3,Bobbin Package Defect,0.22,85448,32.34,No,Completed
20-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),Lofil Multifilament Line,Master Batch Additive,Good,371,425,87.29,14,3.77,No Defect,1.15,14885,142.23,No,Completed
20-01-2022,January,Q1,2022,Bengaluru Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Morning (6AM-2PM),CSN 4 Circular Loom,PP Granules Grade B,Excellent,90,349,25.79,21,23.33,Peel Strength Failure,0.06,43228,66.62,No,Completed
20-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Night (10PM-6AM),FIBC Conversion Line,HDPE Granules,Good,325,480,67.71,10,3.08,Tape Overlap,1.48,32551,129.81,No,Completed
20-01-2022,January,Q1,2022,Bengaluru Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Morning (6AM-2PM),Precision Tape Winder,HDPE Granules,Good,367,407,90.17,10,2.72,No Defect,1.24,34404,118.35,No,Delayed
21-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Night (10PM-6AM),Recycling Machine,PP Granules Grade B,Fair,97,297,32.66,24,24.74,Broken Warp Tape,3.24,62162,100.4,Yes,Completed
21-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Morning (6AM-2PM),CSN 4 Circular Loom,HDPE Granules,Good,221,403,54.84,4,1.81,Delamination,1.84,48523,99.74,No,Completed
21-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Afternoon (2PM-10PM),Nova 10 Circular Loom,PP Granules Grade B,Excellent,293,314,93.31,10,3.41,Shuttle Jam,1.75,94920,125.5,Yes,Completed
21-01-2022,January,Q1,2022,Bengaluru Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),FSN 4 Circular Loom,Master Batch Additive,Fair,138,411,33.58,14,10.14,No Defect,3.51,44274,111.88,No,In Progress
21-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),Precision Tape Winder,PP Granules Grade B,Poor,394,268,100,35,8.88,Broken Warp Tape,6.77,22664,147.53,No,Completed
21-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Morning (6AM-2PM),LSL Circular Loom,Recycled PP Pellets,Fair,399,483,82.61,21,5.26,Weave Pattern Error,3.3,70324,100.44,No,Completed
22-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Night (10PM-6AM),Recycling Machine,PP Granules Grade A,Good,401,275,100,2,0.5,Tape Width Variation,1.36,46187,94.07,No,In Progress
22-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Night (10PM-6AM),Tape Extrusion Line,PP Granules Grade B,Fair,271,358,75.7,20,7.38,No Defect,3.28,63364,38.75,No,In Progress
22-01-2022,January,Q1,2022,Bengaluru Plant,Multifilament,LC-021,Twister Winder LT-300,Afternoon (2PM-10PM),LSL Circular Loom,HDPE Granules,Excellent,76,232,32.76,13,17.11,Filament Breakage,1.46,42610,147.37,No,On Hold
22-01-2022,January,Q1,2022,Bengaluru Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),Lofil Multifilament Line,HDPE Granules,Fair,333,398,83.67,22,6.61,Thickness Inconsistency,3.79,54996,43.79,No,Completed
22-01-2022,January,Q1,2022,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),Extrusion Lamination Line,HDPE Granules,Excellent,371,241,100,10,2.7,Yarn Tenacity Variation,0.9,78664,53.51,No,Completed
22-01-2022,January,Q1,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Night (10PM-6AM),Strapping Line,PP Granules Grade A,Excellent,42,367,11.44,12,28.57,No Defect,0.61,83841,68.73,Yes,Completed
22-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Morning (6AM-2PM),Nova 10 Circular Loom,HDPE Granules,Good,119,391,30.43,5,4.2,Coating Thickness Variation,1.78,76496,39.35,No,Completed
22-01-2022,January,Q1,2022,Kanpur Plant,Quality Control,LC-024,Tensile Strength Tester,Night (10PM-6AM),Extrusion Lamination Line,HDPE Granules,Fair,389,292,100,9,2.31,GSM Out of Range,2.99,90372,139.6,No,Delayed
22-01-2022,January,Q1,2022,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Morning (6AM-2PM),Strapping Line,Recycled PP Pellets,Poor,112,322,34.78,39,34.82,Denier Inconsistency,5.83,17683,139.16,No,In Progress
22-01-2022,January,Q1,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Morning (6AM-2PM),Strapping Line,Recycled PP Pellets,Excellent,309,488,63.32,20,6.47,Coating Thickness Variation,1.09,47035,61.64,No,Completed
22-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Morning (6AM-2PM),Nova 82 Circular Loom,Master Batch Additive,Good,327,447,73.15,12,3.67,Fabric Tear,0.61,99660,110.86,No,Completed
23-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),Recycling Machine,Recycled PP Pellets,Fair,418,224,100,7,1.67,Tape Overlap,2.54,80485,26.82,No,Delayed
23-01-2022,January,Q1,2022,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Night (10PM-6AM),Lofil Multifilament Line,PP Granules Grade A,Good,135,313,43.13,10,7.41,Broken Warp Tape,0.15,74916,46.88,No,Completed
23-01-2022,January,Q1,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Morning (6AM-2PM),Strapping Line,HDPE Granules,Excellent,209,290,72.07,12,5.74,Tape Overlap,1.65,62685,25.82,Yes,Completed
23-01-2022,January,Q1,2022,Bengaluru Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Morning (6AM-2PM),Precision Tape Winder,HDPE Granules,Good,417,339,100,13,3.12,Wind Ratio Error,1.38,64216,69.03,No,Completed
23-01-2022,January,Q1,2022,Bengaluru Plant,Tape Winding,LC-004,Precision Winder PW-100,Morning (6AM-2PM),Tape Extrusion Line,Master Batch Additive,Good,105,314,33.44,2,1.9,Bobbin Package Defect,1.28,30830,137.29,No,Completed
